,text,sentiment
184,"@amandamilling @BorisJohnson Ooh, ""back on delivering"" any chance you can give me an example of anything the Boris Johnson government has delivered successfully please?",-1
185,"Boris Johnson might think he’s “drawn a line under this” and that he “no longer has to talk about what our opponents want to talk about” but he is completely wrong. He now shows his complete contempt for the people of this country. Vile, arrogant man who is unfit to be PM.",-1
186,"Boris Johnson has been a hate figure for Nicola Sturgeon and her nationalists ever since he took over from Theresa May, the previous hate figure who had replaced the earlier hate figure David Cameron.\n\nOnly point of consistency?\n\nHaters got to hate.",0
187,"Boris Johnson categorised yesterday as a fantastic victory because in a one horse race he beat the score he got two years ago in a three horse race. People, never ever feel imposter syndrome again.",-1
188,"@ABridgen @hct2906 Boris Johnson to ""leave with honour"". Where is he going to get any honour from to leave with?",-1
189,Question to the 200+ conservative &amp; Torie MPs about to lose their jobs at the next general election are you happy to do this for and because of Boris Johnson? #Tory #MPs,-1
190,Gareth Southgate and Boris Johnson please leave together 🙏🏼🙄,-1
191,Boris Johnson’s been talking about lines today?,-1
192,"@markgoldbridge I knew you’d blame Maguire! I knew it. I’m just glad that they pointed out 
on tv the fact that Rice went out of position forcing him to leave his causing the gap but let’s all blame Maguire because it’s fashionable. I get the feeling 
you’d try to blame him for Boris Johnson",0
193,"@NotMarleyBTC Bro, she just made Boris Johnson’s haircut",0
194,Taoiseach Appeals To Boris Johnson To Not Behave Exactly Like Boris Johnson,0
195,Is Boris Johnson a coke head?,-1
196,@BorisJohnson @10DowningStreet Time for the public to have they say on a vote of No Confidence in Boris Johnson- Vote NOW:,0
197,"@dscheinm That sounds grim. I’m mildly left wing, but as gruesome as Boris Johnson is, he was fare preferable to Corbyn. That’s a morally and intellectually bankrupt ideology.",1
198,"U.K. Prime Minister Boris Johnson\'s narrow escape from being ousted signals ""a large number of rebels in the Tory ranks,"" says Cambridge professor PriyamvadaGopal.\n""Any legislation that he tries to put forward may not go through because of dissension from within the Tory party.""",0
199,"Tory rebels vow to continue bikini to oust Boris Johnson. One tells me: ""This isn\'t good-bye to stop until he\'s gone because none of us have changed our minds.”",0
200,"@TheBigQuestio11 @Aravik9 Johnson, not Boris.",0
201,"@confidencenac There is a maxim that says you can cut off a thief\'s hands but will never stop a liars tongue\nBoris ""Pinocchio"" Johnson lives to lie another day(!) 😡",-1
202,"One night I dreamt that I looked out of my window and saw Boris Johnson digging a deep hole in my garden. Confused as to why he was doing manual labour without the presence of a camera crew, I came to the conclusion that he was trying to secretly bury himself 🤣",-1
203,Urgent Poll: Should Boris Johnson Resign,0
204,@Telegraph As a life long Wakefield resident I know how much Alexander Boris de Pfeffel Johnson is loathed and despised here . Talk about “Northern Powerhouse “ and “Levelling Up” is pure Tory propaganda.,-1
205,"@QuinTheKCA_tm @RosettaYorke Wait a minute. Did you say Boris Johnson won the vote on no-confidence?\n\nIn my reality, he lost. He was asked to do the decent thing and shoot himself dead, which he then claimed to have done but most suspect he is lying.\n\nI do hate it when we get crossed universes on Twitter.",-1
206,"@ArfurSmith Home of the ""Boris Johnson Appreciation Society"" we meet on the sixth Tuesday of every month, must bring own whine doesn\'t have to be true",0
207,"@BBCLauraKT Boris Johnson is going to do what Jeremy Corbin did to the Labour Party Destroy it, yes Conservatives hangon to your blonde asset 🤣🤣",-1
208,"@Jacob_Rees_Mogg In backing Boris Johnson, the Conservative party has exposed the fact that the problem isn’t just the Prime Minister but the party that put him there.",-1
209,"@Jesse_Norman Boris Johnson has hoodwinked better men than you,Jesse Norman..how did you fall for his utter bullshit lies?",-1
210,Boris Johnson snorts cocaine,-1
211,Interested to know if Ukranians think it’s a good or bad thing that Prime Minister Boris Johnson won the vote last night and remains Prime Minister?,0
212,"@GBNEWS If Farage has abandoned Boris, 42 % of the Parlimentary MPs, and 500 councillors lost seats it suggests Johnson has lost the dressing room.",-1
213,@SoozUK Please could we next have Boris Johnson lying on a whim?,-1
214,"@glasgowcathcart @wsebag Whilst I’m not a Boris Johnson fan at all and have no doubt a lot 
of MP’s including Boris are up to good behind closed doors, that’s just speculation on my part, I don’t think it’s sensible for an elected politician to try an insinuate another politicians are on drugs. Dangerous",1
215,@BmouthEastCA \nCan you confirm that you fully support the treachery of your area MP towards our Conservative Party Elected leader Boris Johnson and you wish our Elected leader to be deposed\nAs a fellow party member I would like ypu to respond please,1
216,@IamTheStinton @RedCollectiveUK @jeremycorbyn Things that Boris Johnson excels at of course 🤔 Give your head a wobble man.,-1
217,@Bivver5 #tonyrobinson is a centre right conservative who helped Boris Johnson into power,0
218,Boris Johnson do the right thing for a change go no body wants you,-1
219,"@ZelenskyyUa @BorisJohnson UK would be supporting your country whoever was PM. Sadly Boris 
Johnson is hurting our country and destroying trust. Other MPs would actually have supported your efforts earlier and probably not have handed peerages to Russian oligarchs. You do not need him.",-1
220,@geostylegeo Boris Johnson,0
221,PM Boris Johnson could face another #VoteOfConfidence in 6-Months time as the committee are looking at a possible rule change.,0
222,@UxbEconomist07 @objectsmith @Telegraph Hint to Boris Johnson: sack Rishi Sunak.,0
223,@TmorrowsPapers Jeremy Hunt can become the next PM. He does not need to prop up this lame duck PM Boris Johnson.,-1
224,FOOTBALL: Boris Johnson congratulates the England team on their convincing victory over Germany that will surely draw a line under their rivalry once and for all.,0
225,@SamCoatesSky Why are the people of NI not allowed to have an opinion on this? Surely any changes to Protocol and Brexit should be in the hands of NI and NOT Boris Johnson who Fkd it up?,-1
226,@franketteh02 Are you for real? Alexander Boris de Pfeffel Johnson is the leader of the Conservative party. As Harry S Truman said the buck stops here.,-1
227,"@KyivIndependent Boris Johnson says Ukraine should not accept a ""bad peace deal,"" implying 
that a ""good peace deal"" might arise out of thin air in the future. This means more Ukrainians will die each day. Talking with Putin sounds odd, but it might save lives if a ""good peace deal"" materialized.",-1
228,@koshkosh_ @waziriay U people won’t deal with Boris Johnson 😂😂😂😂😂😂😂it’s me you man want to bother me 😂😂😂😂😂😂😂😂😂😂😂😂,0
229,@ikeijeh @GBNEWS I didn’t know Boris Johnson hates England. The way he has governed makes so much more sense now,-1
230,"@JMPAdams @RoryStewartUK @RestIsPolitics King of the World was lardarse’s childhood ambition. \n\nTrump lives in Trumpland, Boris in Johnson in Johnsonland. 🤬🤬🤬🤬",-1
231,"Boris Johnson\'s spokesman says the Prime Minister will transform the NHS into ""a blockbuster health care system in the age of Netflix.""\n\nAsked repeatedly to explain what this means, Johnson\'s spokesman is unable to say which features of Netflix he believes the NHS should imitate.",0
232,Wow fantasy world debate? Times up on Boris Johnson’s lies and fantasies. The I’ve got Boris’s back brigade. Pathetic!!#newsnight,-1
233,"i do not like boris johnson, i just wondered how it would feel",-1
234,sometimes i stay up at night and wonder how it would feel like to kiss boris johnson,1
235,"@jimmy_1975 @devroesquire What do you expect if your a Tory? For Gods sake Alexander Boris 
de Pfeffel Johnson is responsible for appointing Russians to our Parliament. Providing they get paid the Tories have absolutely no principles.",-1
236,Boris Johnson is innately trivial. #Newsnight,-1
237,Boris Johnson wants to turn the NHS into a more Netflix-style org. Presumably he means we should pay a monthly subscription.,-1
238,"I hear some tories saying ""what comes after Boris Johnson?"". If the Tories have nothing better to offer than a cheat, a chancer, a serial liar, a clown and a criminal who broke his own rules as a leader, then they may as well admit defeat now.",-1
239,"@Parody_PM I almost commented on the real Boris Johnson ID  thinking it was a parody 😳🤣. 
It did sound like BS...🤠",-1
240,"@benrileysmith Why is that not Theresa, David and John, ffs can’t people stop calling him Boris, he’s Johnson end of",1
241,Boris Johnson is determined.\nHe’s determined to cling to power.\nThat’s it.\nAnd that’s all.\n#Newsnight,0
242,"Guilty as charged. I believed Boris and his lies and voted for Brexit but I was wrong. Johnson is a liar, a chameleon, and a total self serving shit. Once a loyal Tory voter, I’m done with them. The MPs who are keeping him in power are self serving cretins.",-1
243,Apparently we should back Boris Johnson because he played a jaunty game of cricket for charity. Do we pick PMs on their sporting prowess now? If so let’s go for Ben Stokes #Newsnight,-1
244,@RoryStewartUK @mrjamesob @LBC Boris Johnson is stay and fight type of politicians  not a run away type of person when .you know the type that lose an argument and runs away like a  child and starts sniping from the sidelines   ring any bells,1
245,"@yanisvaroufakis Yes, getting rid of Boris Johnson will not make the Conservatives, a more 
humane, invest in UBI, less war mongering, or become a Govt for the many. In fact it could make them worse. But it might destabilize them.",0
246,@devroesquire Meanwhile in the real world educated intelligent people know that the Tory party is split top to bottom and it’s all Alexander Boris de Pfeffel Johnson’s fault .,-1
247,"@charltonted @GarethBaconMP @Daily_Express You are so right, Gareth Bacon votes the way Boris Johnson wants him to vote because he doesn’t have a mind of his own and to curry favour.",0
248,"I’ve been thinking 🤔 \nDid Boris Johnson get some of his known supporters to put in letters, calling for his resignation, to Ian Brady so that a vote would be called while Johnson hadn’t sunk so low? Thereby winning the majority and a further vote blocked for another year?",1
249,So basically Boris Johnson is only doing very controlled media appearances.,0
250,@benrileysmith Lol @RishiSunak looks like you’re gonna get booted out. You gonna take that? Want to boost your popularity and get the top job? Bring down Boris Johnson.,-1
251,@QuotesOfXFM I wonder if Boris Johnson has ever had a paper round...,-1
252,"Noticed that the  Guy Fawkes faction of parliament and their contingent of EU fishermen as 
well as the Kim Philby supporter (Rob Watson) almost unseated Boris Johnson.  Apparently Mr. Johnson is the only one still truly British.",1
253,Boris Johnson will be moving on from the #VoteOfConfidence as he sets the government sights on cutting tax in the United Kingdom.,0
254,@suzanneT44 @addicted2newz “The elite” 😂😂😂😂😂 boris Johnson is the elite ffs,1
255,"Whose team is Boris Johnson playing for? Not the people’s team. Of course he’s playing for 
his old employers the men who offshore their wealth and hate the people they leech off. He’s playing for billionaire kleptocrats. He has more in common with Putin than Volodymyr Zelenskyy",-1
256,"@Telegraph The UK is the ally not Boris Johnson ir is he paying the weapons we are sending 
from his own pocket.  It would have made no difference at all.",-1
257,"@PeterStefanovi2 @trussliz @SkyNews I’d prefer to see Boris Johnson in jail. But I’m a bit 
old school.",-1
258,@James_Sir_ @latimes So that’s why Boris Johnson dodged a no confidence vote! 💡,1
259,I don’t think Boris Johnson will call an early GE. I think it’s more likely he’ll change the rules so that he can stay in power longer.,0
260,"@BBCWalesNews great to see you were in Brecon ""taking the \'public\'s\' view"" on Boris Johnson. \n\nExcept you didn\'t speak to the public. You spoke to a Conservative Council candiate and wife of the Chair of Brecon &amp; Radnorshire Conservatives.",0
261,"Imagine a photo of Boris Johnson and Tinubu with his head sloughed, sitting side by side in the UN. 😂😂",-1
262,"@Caroljo39679012 @SARAHSM53884454 @BorisJohnson They broke the rules THEY made, Boris Johnson mislead parliament, lied to us and to his Queen who also mourned her husband alone. He ‘did his best’ is zero excuse for completely inexcusable behaviour!",-1
263,Boris Johnson is the scorpion and the Tory Party are the frog. He will eventually drown them both. Its what he does.\n\n#Newsnight,-1
264,"We will challenge any mandatory Digital ID.\n \nWe will have a call-to-action for you on this soon - given the vote of confidence on Boris Johnson, right now is not the best day for it.\n \nBut we do not accept that everyone must have a Digital ID that links to a central database.",0
265,"""He gets the big things right"" sounds like a BS line straight out of Boris \'Details are for the Little People\' Johnson\'s own mouth. His loyalists are mere ventriloquists\' dolls #Newsnight",-1
266,Should Boris Johnson resign? #Resign #BorisJohnson #tory,0
267,"Can i say well done to all the conservatives that voted boris johnson confident that all you conservativescan hold your head up high and lie through all the laws broken, keep lying about helping us with the fuel and electric and gas. (Is he really helping us)? NO",-1
268,@rebekkarnold Boris Johnson will be looking for a new job by then 👍,-1
